Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd;ObtLic
0.874;268;07/02/2004;22/12/2004;Male;Other;CSP50;Private+trip to office;48;0;1460.62658610272;0;1;0;0;0;0;7;54;1;26
0.025;278;22/12/2004;NA;Male;Other;CSP50;Private+trip to office;48;0;0;0;1;1;0;1;0;7;51;0;25
0.329;385;01/01/2004;30/04/2004;Male;Other;CSP50;Private+trip to office;51;0;336.684290030211;0;0;2;0;0;0;7;50;1;19
0.489;389;05/05/2004;01/11/2004;Male;Other;CSP50;Private+trip to office;51;0;0;0;0;2;0;1;0;7;50;0;19
0.166;395;01/11/2004;NA;Male;Other;CSP50;Private+trip to office;52;0;0;0;0;2;0;1;0;7;50;0;20
1;334;01/01/2004;NA;Male;Other;CSP60;Private;82;0;0;1;0;0;0;0;0;7;50;0;55
0.749;282;01/04/2004;NA;Male;Other;CSP42;Private+trip to office;41;0;0;0;1;0;0;2;0;7;50;0;18
0.302;208;01/01/2004;20/04/2004;Male;Other;CSP50;Private+trip to office;35;0;-724.374924471299;0;0;0;0;0;0;7;50;0;18
0.25;216;01/04/2004;01/07/2004;Male;Other;CSP42;Private+trip to office;37;0;0;0;2;1;0;1;0;7;50;0;19
0.499;219;01/07/2004;NA;Male;Other;CSP42;Private+trip to office;38;0;1140.44954682779;0;1;1;0;1;0;7;50;1;20
1;545;01/01/2004;NA;Male;Other;CSP60;Private;64;0;0;0;0;0;0;1;0;7;50;0;19
0.345;538;27/02/2004;01/07/2004;Male;Other;CSP60;Private;63;0;0;0;0;1;0;0;0;6;50;0;19
0.499;543;01/07/2004;NA;Male;Other;CSP60;Private;63;0;0;0;0;1;0;0;0;6;50;0;18
0.5;508;01/01/2004;01/07/2004;Female;Other;CSP60;Private;73;1;0;0;1;0;0;0;0;7;50;0;31
0.499;514;01/07/2004;NA;Female;Other;CSP60;Private;73;1;0;0;1;0;0;0;0;7;50;0;31
0.461;679;15/04/2004;01/10/2004;Male;Other;CSP60;Private;81;0;1531.82809667674;0;0;0;0;0;0;7;50;1;25
0.249;685;01/10/2004;NA;Male;Other;CSP60;Private;82;0;0;1;0;0;0;0;0;7;50;0;25
0.002;489;23/09/2004;24/09/2004;Female;Other;CSP60;Private;70;0;0;1;0;0;0;1;0;7;58;0;30
0.103;489;24/09/2004;01/11/2004;Female;Other;CSP60;Private;70;0;0;1;0;0;0;1;0;7;58;0;30
0.166;491;01/11/2004;NA;Female;Other;CSP60;Private;71;0;0;1;0;0;0;1;0;7;55;0;31
0.083;451;01/01/2004;01/02/2004;Male;Other;CSP42;Professional;58;0;0;1;0;0;0;2;0;7;60;0;21
0.916;452;01/02/2004;NA;Male;Other;CSP42;Professional;58;0;0;1;0;0;0;2;0;7;57;0;21
0.725;308;10/04/2004;NA;Male;Other;CSP55;Private;45;0;0;0;1;0;0;0;0;2;51;0;20
0.095;305;27/01/2004;01/03/2004;Male;Other;CSP55;Private;44;0;0;0;1;0;0;0;0;7;54;0;19
0.002;307;01/03/2004;02/03/2004;Male;Other;CSP55;Private;45;0;0;0;1;0;0;0;0;7;51;0;20
0.27;338;24/09/2004;NA;Female;Other;CSP50;Private+trip to office;60;0;9595.2253776435;0;0;0;0;0;0;7;50;1;32
0.25;429;01/01/2004;01/04/2004;Male;Other;CSP46;Professional;55;0;0;0;0;0;0;0;0;7;50;0;20
0.575;384;04/05/2004;01/12/2004;Female;Alone;CSP50;Private+trip to office;51;0;0;0;2;0;0;0;0;7;50;0;19
0.083;391;01/12/2004;NA;Female;Alone;CSP50;Private+trip to office;52;0;0;0;2;0;1;0;0;7;50;0;20
0.359;97;22/07/2004;01/12/2004;Male;Alone;CSP55;Private+trip to office;27;0;0;1;2;0;0;0;0;7;100;0;19
0.083;102;01/12/2004;NA;Male;Alone;CSP55;Private+trip to office;28;0;0;0;2;0;0;0;0;7;95;0;20
0.916;527;01/01/2004;01/12/2004;Male;Alone;CSP60;Private;75;0;0;0;1;0;0;0;0;7;50;0;32
0.926;359;28/01/2004;NA;Male;Other;CSP42;Professional run;52;0;0;0;0;0;0;0;0;9;62;0;23
0.334;74;31/08/2004;NA;Male;Other;CSP50;Private;24;0;0;1;0;0;0;0;0;7;112;0;18
0.441;171;01/01/2004;10/06/2004;Female;Other;CSP50;Professional;33;0;0;0;1;0;0;0;0;7;51;0;19
0.012;347;27/12/2004;NA;Female;Other;CSP55;Private+trip to office;48;0;0;0;0;0;1;0;0;7;50;0;20
0.661;453;25/02/2004;23/10/2004;Female;Alone;CSP60;Private;65;0;0;0;0;0;0;1;0;7;50;0;28
0.583;686;01/01/2004;01/08/2004;Male;Other;CSP60;Private;76;0;0;0;1;0;0;0;0;7;50;0;19
0.249;646;01/10/2004;NA;Male;Other;CSP60;Private;77;0;0;0;0;0;0;1;0;7;50;0;24
0.044;428;15/12/2004;NA;Female;Other;CSP55;Private+trip to office;56;0;0;0;0;0;0;0;0;9;50;0;21
0.631;317;16/04/2004;03/12/2004;Female;Alone;CSP50;Private+trip to office;47;0;0;0;0;0;0;1;0;7;50;0;21
0.244;608;06/08/2004;04/11/2004;Male;Other;CSP60;Private;73;0;0;0;1;0;0;0;0;7;50;0;23
0.158;611;04/11/2004;NA;Male;Other;CSP60;Private;73;0;0;0;1;0;0;0;0;7;50;0;23
0.333;415;01/01/2004;01/05/2004;Male;Alone;CSP55;Private+trip to office;52;0;0;0;0;0;0;0;0;7;50;0;18
0.218;419;01/05/2004;20/07/2004;Male;Alone;CSP55;Private+trip to office;53;0;0;0;0;0;0;0;0;7;50;0;19
0.447;421;20/07/2004;NA;Male;Alone;CSP55;Private+trip to office;53;0;0;0;0;0;0;0;0;7;50;0;18
0.467;248;13/07/2004;NA;Male;Other;CSP55;Private;50;0;0;0;0;0;0;1;0;7;50;0;30
1;328;01/01/2004;NA;Male;Alone;CSP1;Private+trip to office;46;0;0;0;0;0;0;0;0;7;50;0;19
0.344;284;17/06/2004;21/10/2004;Male;Other;CSP50;Private+trip to office;42;0;0;0;0;0;0;0;0;7;50;0;19
0.629;406;01/01/2004;18/08/2004;Male;Other;CSP50;Private;52;0;0;0;1;0;1;3;0;11;50;0;19
0.116;413;18/08/2004;30/09/2004;Male;Other;CSP50;Private;52;0;0;0;1;0;1;2;0;7;50;0;18
0.253;414;30/09/2004;NA;Male;Other;CSP50;Private;52;0;0;0;1;0;1;2;0;7;50;0;18
0.672;262;01/01/2004;03/09/2004;Male;Alone;CSP50;Private+trip to office;41;0;0;0;1;0;0;3;0;7;57;0;20
0.75;336;01/01/2004;01/10/2004;Male;Other;CSP50;Private+trip to office;47;0;0;1;0;0;0;0;0;7;50;0;19
0.249;345;01/10/2004;NA;Male;Other;CSP50;Private+trip to office;47;0;0;1;0;0;0;0;0;7;50;0;19
0.877;357;01/01/2004;17/11/2004;Male;Other;CSP50;Professional;49;0;838.712084592145;0;0;0;0;1;0;7;50;1;20
0.344;307;15/04/2004;19/08/2004;Male;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;1;0;10;57;0;20
0.367;311;19/08/2004;NA;Male;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;1;0;10;54;0;20
0.455;468;08/07/2004;22/12/2004;Male;Other;CSP50;Private+trip to office;58;0;0;1;0;0;0;0;0;7;50;0;19
0.025;473;22/12/2004;NA;Male;Other;CSP50;Private+trip to office;58;0;0;1;0;0;0;0;0;7;50;0;19
0.73;411;08/04/2004;NA;Female;Other;CSP50;Private+trip to office;57;0;0;0;0;0;0;1;0;7;50;0;23
0.53;329;01/03/2004;12/09/2004;Female;Other;CSP60;Private;72;0;0;0;1;0;0;0;0;7;50;0;45
0.303;335;12/09/2004;NA;Female;Other;CSP60;Private;72;0;0;0;1;0;0;0;0;7;50;0;45
0.033;648;19/12/2004;NA;Male;Other;CSP55;Private+trip to office;81;0;0;0;0;0;0;0;0;7;50;0;27
0.044;642;15/12/2004;NA;Male;Other;CSP55;Private;78;0;0;1;1;0;0;0;0;9;50;0;25
0.743;412;01/01/2004;29/09/2004;Female;Other;CSP60;Private;70;0;478.42749244713;0;0;0;0;1;0;2;50;1;36
0.125;522;16/11/2004;NA;Female;Other;CSP60;Private;62;1;0;0;3;0;0;0;0;6;50;0;19
0.599;464;01/01/2004;07/08/2004;Female;Other;CSP55;Private;57;1;0;0;0;0;0;0;0;7;50;0;19
0.883;522;13/02/2004;NA;Male;Other;CSP60;Private;67;0;0;0;1;0;0;0;0;7;50;0;24
0.25;287;12/02/2004;12/05/2004;Female;Other;CSP55;Professional;43;0;0;0;0;2;0;2;1;5;50;0;20
0.303;290;12/05/2004;01/09/2004;Female;Other;CSP55;Private+trip to office;43;0;587.827794561933;0;0;2;0;2;1;5;50;1;19
0.185;294;01/09/2004;08/11/2004;Female;Other;CSP55;Private+trip to office;43;0;672.555589123867;0;0;1;0;3;1;5;50;1;19
0.503;445;30/04/2004;01/11/2004;Male;Other;CSP55;Private+trip to office;55;0;0;0;0;0;0;1;0;7;50;0;18
0.166;452;01/11/2004;NA;Male;Other;CSP55;Private+trip to office;56;0;0;0;0;0;0;1;0;7;50;0;19
0.025;414;22/12/2004;NA;Male;Other;CSP50;Private+trip to office;52;0;0;0;1;0;0;0;0;9;50;0;18
0.166;240;01/01/2004;01/03/2004;Female;Alone;CSP60;Private;61;0;0;0;0;0;1;0;0;7;50;0;41
0.833;242;01/03/2004;NA;Female;Alone;CSP60;Private;61;0;1533.183081571;0;0;0;1;0;0;7;50;1;41
0.87;339;18/02/2004;NA;Male;Other;CSP55;Private+trip to office;47;0;0;0;0;0;0;0;0;7;50;0;19
0.087;377;30/04/2004;01/06/2004;Female;Alone;CSP50;Private+trip to office;51;0;0;0;0;0;1;2;0;9;50;0;20
0.583;379;01/06/2004;NA;Female;Alone;CSP50;Private+trip to office;51;0;0;0;0;0;1;2;0;9;50;0;20
0.5;171;01/01/2004;01/07/2004;Male;Alone;CSP55;Private+trip to office;32;0;0;0;0;0;0;0;0;7;57;0;18
0.393;177;01/07/2004;23/11/2004;Male;Alone;CSP55;Private+trip to office;33;0;0;0;0;0;0;0;0;7;54;0;19
1;583;01/01/2004;NA;Male;Other;CSP60;Private;71;0;0;0;1;0;0;0;0;7;50;0;23
0.833;243;01/01/2004;01/11/2004;Male;Other;CSP46;Professional;41;0;69.4577039274924;0;0;0;0;0;0;7;50;1;21
0.166;253;01/11/2004;NA;Male;Other;CSP46;Professional;41;0;0;0;1;0;0;1;0;7;50;0;20
0.666;369;01/01/2004;01/09/2004;Female;Alone;CSP50;Private+trip to office;50;0;0;0;0;0;0;0;0;7;50;0;20
0.833;607;01/01/2004;01/11/2004;Female;Other;CSP60;Private;68;0;0;1;0;0;0;1;0;7;50;0;18
0.278;492;29/03/2004;09/07/2004;Male;Other;CSP60;Private;64;0;2746.64864048338;0;0;0;0;1;0;7;50;1;23
0.478;496;09/07/2004;NA;Male;Other;CSP60;Private;64;0;0;1;0;0;0;1;0;7;50;0;23
0.045;271;24/08/2004;10/09/2004;Female;Alone;CSP50;Private+trip to office;41;0;0;0;1;0;0;0;0;7;50;0;19
0.308;272;10/09/2004;NA;Female;Alone;CSP50;Private+trip to office;41;0;0;0;1;0;0;0;0;7;50;0;19
0.468;372;01/01/2004;20/06/2004;Male;Other;CSP66;Professional;72;0;0;3;0;2;0;1;0;7;74;0;41
0.531;377;20/06/2004;NA;Male;Other;CSP66;Professional;72;0;5484.21299093655;3;0;2;0;1;0;7;70;1;41
0.236;436;06/10/2004;NA;Female;Other;CSP50;Professional;56;0;0;0;0;0;0;0;0;7;50;0;20
0.808;410;10/03/2004;NA;Female;Other;CSP50;Private+trip to office;52;0;0;1;0;0;0;0;0;7;50;0;18
0.295;239;19/03/2004;05/07/2004;Male;Alone;CSP50;Private+trip to office;38;0;0;0;0;1;0;1;0;4;50;0;19
0.489;243;05/07/2004;NA;Male;Alone;CSP50;Private+trip to office;38;0;0;0;0;1;0;1;0;4;50;0;18
0.702;456;01/04/2004;14/12/2004;Male;Other;CSP50;Professional;56;0;0;0;2;0;0;1;0;7;50;0;18
0.083;174;01/12/2004;NA;Male;Other;CSP50;Private+trip to office;32;0;0;0;1;0;0;1;0;7;54;0;18
0.75;185;01/01/2004;01/10/2004;Male;Alone;CSP50;Private+trip to office;34;0;0;0;0;0;3;1;0;7;80;0;19
0.311;186;09/09/2004;NA;Male;Other;CSP55;Private+trip to office;34;0;0;2;1;0;0;1;0;7;112;0;19
0.442;583;22/07/2004;NA;Male;Other;CSP60;Private;75;0;436.788217522659;0;1;1;0;2;0;7;50;1;27
0.42;219;30/07/2004;NA;Female;Other;CSP50;Private+trip to office;38;0;0;1;2;0;0;0;0;7;50;0;20
0.592;521;28/05/2004;NA;Male;Other;CSP50;Private+trip to office;61;0;0;0;0;0;0;0;0;7;50;0;18
0.502;244;01/01/2004;02/07/2004;Male;Other;CSP50;Private+trip to office;38;0;0;0;1;0;0;0;0;4;50;0;18
0.485;530;01/01/2004;26/06/2004;Male;Other;CSP60;Private;66;0;0;0;0;0;0;0;0;7;50;0;22
0.271;493;08/04/2004;16/07/2004;Male;Other;CSP50;Private+trip to office;60;0;0;0;1;0;1;1;0;4;50;0;19
0.458;496;16/07/2004;NA;Male;Other;CSP50;Private+trip to office;60;0;0;0;1;0;1;1;0;4;50;0;19
0.478;216;24/03/2004;16/09/2004;Female;Other;CSP50;Private+trip to office;54;0;180.260120845921;0;0;1;0;1;0;7;50;1;36
0.292;222;16/09/2004;NA;Female;Other;CSP50;Private+trip to office;55;0;0;0;0;2;0;0;0;7;50;0;37
0.666;127;01/01/2004;01/09/2004;Male;Other;CSP48;Private+trip to office;28;0;0;0;0;0;0;0;0;4;55;0;18
1;430;01/01/2004;NA;Male;Other;CSP46;Professional;53;0;995.60755287009;0;2;0;0;1;0;7;50;1;18
0.996;520;01/01/2004;30/12/2004;Male;Other;CSP50;Private;62;0;1171.48459214501;1;0;0;0;0;0;7;50;1;19
0.005;198;14/04/2004;16/04/2004;Female;Alone;CSP50;Private+trip to office;38;0;0;0;0;0;0;0;0;7;50;0;22
0.708;198;16/04/2004;NA;Female;Alone;CSP50;Private+trip to office;38;0;0;0;0;0;0;0;0;7;50;0;22
0.416;311;01/01/2004;01/06/2004;Male;Other;CSP50;Private+trip to office;50;0;0;0;1;0;0;1;0;7;50;0;25
0.583;316;01/06/2004;NA;Male;Other;CSP50;Private+trip to office;50;0;0;0;1;0;0;0;0;7;50;0;24
0.228;259;09/06/2004;01/09/2004;Male;Alone;CSP50;Private+trip to office;39;0;0;0;2;0;0;2;0;7;50;0;18
0.333;262;01/09/2004;NA;Male;Alone;CSP50;Private+trip to office;39;0;0;0;2;0;0;2;0;7;50;0;18
0.25;135;01/01/2004;01/04/2004;Female;Alone;CSP50;Private+trip to office;31;0;0;0;0;0;0;1;0;7;72;0;20
0.417;326;31/01/2004;01/07/2004;Female;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;1;0;4;50;0;18
0.499;332;01/07/2004;NA;Female;Other;CSP50;Private+trip to office;46;0;0;0;0;0;0;1;0;4;50;0;19
0.509;116;28/01/2004;01/08/2004;Male;Other;CSP50;Private+trip to office;28;0;0;0;0;0;0;1;0;7;85;0;19
0.024;123;01/08/2004;10/08/2004;Male;Other;CSP50;Private+trip to office;28;0;0;0;0;0;0;1;0;7;80;0;18
0.391;123;10/08/2004;NA;Male;Other;CSP50;Private+trip to office;28;0;0;0;0;0;0;1;0;7;80;0;18
0.002;301;05/10/2004;06/10/2004;Male;Other;CSP50;Private+trip to office;44;0;0;1;2;0;0;1;0;7;53;0;19
0.236;301;06/10/2004;NA;Male;Other;CSP50;Private+trip to office;44;0;0;1;2;0;0;1;0;7;53;0;19
0.458;116;16/04/2004;01/10/2004;Male;Alone;CSP50;Private+trip to office;28;0;1418.61027190332;0;1;0;0;0;0;9;64;1;19
0.249;122;01/10/2004;NA;Male;Alone;CSP50;Private+trip to office;28;0;0;1;0;0;0;0;0;9;60;0;18
0.762;414;27/03/2004;NA;Female;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;50;0;20
0.5;702;01/01/2004;01/07/2004;Male;Other;CSP60;Private;79;1;0;0;0;0;0;0;0;7;50;0;21
0.575;470;04/06/2004;NA;Male;Other;CSP50;Private;60;0;0;0;0;1;0;2;0;7;50;0;21
0.064;296;08/12/2004;NA;Male;Other;CSP50;Private+trip to office;43;0;0;1;0;0;0;0;0;8;50;0;19
0.155;406;05/11/2004;NA;Male;Other;CSP50;Private+trip to office;57;0;0;0;0;0;0;0;0;7;50;0;24
0.016;484;05/11/2004;11/11/2004;Male;Other;CSP55;Private;74;0;0;0;0;0;0;0;0;4;50;0;34
0.008;451;03/08/2004;06/08/2004;Female;Other;CSP50;Private+trip to office;56;0;0;0;1;0;0;0;0;7;50;0;19
0.735;439;01/01/2004;26/09/2004;Female;Other;CSP60;Private;69;0;0;0;0;0;0;0;0;4;50;0;33
0.65;456;07/05/2004;NA;Male;Other;CSP55;Private;56;0;0;2;0;0;0;0;0;7;62;0;18
0.697;423;20/04/2004;NA;Male;Other;CSP55;Private+trip to office;57;0;1418.61027190332;0;0;0;0;0;0;7;50;1;22
0.33;395;05/02/2004;04/06/2004;Female;Other;CSP55;Private+trip to office;53;0;0;0;0;1;0;0;0;7;50;0;21
0.575;399;04/06/2004;NA;Female;Other;CSP55;Private+trip to office;53;0;0;0;0;1;0;0;0;7;50;0;20
0.371;526;01/01/2004;15/05/2004;Female;Other;CSP60;Private;71;1;0;0;0;0;0;0;0;9;50;0;28
0.628;530;15/05/2004;NA;Female;Other;CSP60;Private;71;1;0;0;0;0;0;0;0;9;50;0;27
0.538;480;01/01/2004;15/07/2004;Male;Other;CSP1;Professional;58;0;0;0;0;1;0;1;0;11;50;0;18
0.368;344;01/01/2004;14/05/2004;Male;Other;CSP60;Private;79;0;0;0;0;0;1;1;0;9;50;0;51
0.631;348;14/05/2004;NA;Male;Other;CSP60;Private;80;0;0;0;0;0;1;1;0;9;50;0;51
0.205;281;01/01/2004;15/03/2004;Male;Other;CSP50;Private+trip to office;58;0;0;1;1;0;0;1;0;6;95;0;35
0.794;283;15/03/2004;NA;Male;Other;CSP50;Private+trip to office;58;0;0;1;0;0;0;1;0;6;90;0;35
0.344;266;13/04/2004;17/08/2004;Female;Other;CSP55;Private+trip to office;42;0;0;0;0;0;0;0;0;7;54;0;20
0.372;270;17/08/2004;NA;Female;Other;CSP55;Private+trip to office;43;0;0;0;0;0;0;0;0;7;51;0;21
0.109;147;22/11/2004;NA;Male;Alone;CSP50;Professional;32;0;0;1;0;0;0;0;0;7;80;0;20
0.173;354;29/10/2004;NA;Male;Other;CSP42;Professional run;52;0;0;0;0;0;0;1;0;4;50;0;23
0.4;626;28/06/2004;22/11/2004;Male;Other;CSP60;Private;76;0;0;0;0;0;0;0;0;7;50;0;24
0.109;631;22/11/2004;NA;Male;Other;CSP60;Private;77;0;0;0;0;0;0;0;0;7;50;0;25
0.478;79;09/07/2004;NA;Male;Alone;CSP50;Private+trip to office;26;0;0;0;1;0;0;1;0;7;72;0;20
0.293;176;01/01/2004;17/04/2004;Female;Other;CSP50;Private+trip to office;37;0;0;2;0;0;0;1;1;7;100;0;23
0.706;179;17/04/2004;NA;Female;Other;CSP50;Private+trip to office;37;0;102.59003021148;2;0;0;0;1;1;7;95;1;23
0.33;240;02/09/2004;NA;Male;Alone;CSP48;Private;38;0;0;0;1;0;0;0;0;11;64;0;18
0.519;400;01/01/2004;08/07/2004;Male;Other;CSP55;Private+trip to office;54;0;0;0;0;0;0;2;0;7;50;0;21
0.833;284;01/01/2004;01/11/2004;Male;Other;CSP50;Private+trip to office;52;0;0;0;1;0;0;0;2;7;85;0;29
0.166;294;01/11/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;1;0;0;0;0;7;80;0;29
0.228;247;09/10/2004;NA;Female;Other;CSP50;Private+trip to office;40;0;0;1;0;0;0;0;0;6;50;0;20
0.028;523;21/12/2004;NA;Male;Other;CSP60;Private;61;0;0;1;0;0;0;1;0;7;50;0;18
0.666;336;01/01/2004;01/09/2004;Female;Other;CSP1;Professional;46;0;2921.86586102719;0;0;0;0;0;0;7;61;1;18
0.333;344;01/09/2004;NA;Female;Other;CSP1;Professional;47;0;0;1;0;0;0;0;0;7;76;0;19
0.583;97;01/01/2004;01/08/2004;Female;Other;CSP50;Professional;26;0;0;0;1;0;0;1;0;7;76;0;18
0.823;417;01/01/2004;28/10/2004;Female;Other;CSP55;Private+trip to office;52;0;0;1;1;0;0;0;0;7;50;0;18
0.03;282;01/01/2004;12/01/2004;Male;Other;CSP50;Private+trip to office;46;0;0;0;0;0;0;0;0;7;50;0;23
0.969;282;12/01/2004;NA;Male;Other;CSP50;Private+trip to office;46;0;0;0;0;0;0;0;0;7;50;0;23
0.947;488;20/01/2004;NA;Male;Other;CSP60;Private;77;0;0;0;0;0;0;0;0;7;50;0;37
0.517;646;25/06/2004;NA;Male;Other;CSP60;Private;79;1;0;0;0;0;0;0;0;9;50;0;26
0.341;303;12/03/2004;15/07/2004;Male;Other;CSP50;Private+trip to office;44;0;0;0;0;1;1;2;1;7;50;0;19
0.461;307;15/07/2004;NA;Male;Other;CSP50;Private+trip to office;44;0;0;0;0;1;1;2;1;7;50;0;19
0.368;356;01/01/2004;14/05/2004;Female;Other;CSP55;Private+trip to office;48;0;-646.221752265861;0;0;1;0;1;0;9;50;0;19
0.427;365;11/05/2004;15/10/2004;Male;Other;CSP50;Private;48;0;0;0;0;0;0;0;0;7;50;0;18
0.211;370;15/10/2004;NA;Male;Other;CSP50;Private;48;0;0;0;0;0;0;0;0;7;50;0;18
0.188;394;01/01/2004;09/03/2004;Female;Other;CSP50;Private+trip to office;51;0;0;0;0;0;0;0;0;10;50;0;19
0.811;396;09/03/2004;NA;Female;Other;CSP50;Private+trip to office;51;0;1934.0583081571;0;0;0;0;0;0;10;50;1;18
0.367;601;19/08/2004;NA;Male;Other;CSP60;Private;75;0;0;0;1;0;0;0;0;7;50;0;25
0.249;571;01/10/2004;NA;Male;Other;CSP60;Private;74;0;0;2;0;0;0;0;0;7;77;0;27
0.403;147;16/04/2004;11/09/2004;Female;Alone;CSP50;Private+trip to office;31;0;0;2;0;0;1;0;0;9;72;0;19
0.305;152;11/09/2004;NA;Female;Alone;CSP50;Private+trip to office;32;0;0;2;0;0;1;0;0;9;90;0;20
0.278;679;21/09/2004;NA;Male;Other;CSP60;Private;75;1;0;0;0;0;0;0;0;10;50;0;19
0.539;535;17/06/2004;NA;Male;Other;CSP60;Private;64;1;0;0;0;0;0;0;0;7;50;0;20
0.649;383;01/01/2004;25/08/2004;Male;Other;CSP60;Private;58;0;0;0;0;0;0;0;0;10;50;0;27
0.408;579;04/08/2004;NA;Male;Other;CSP60;Private;73;0;102.59003021148;0;0;0;0;0;0;7;50;1;25
0.213;386;01/01/2004;18/03/2004;Male;Other;CSP50;Professional;51;0;0;0;0;0;0;1;0;11;50;0;19
0.786;388;18/03/2004;NA;Male;Other;CSP50;Professional;51;0;-572.475226586103;0;0;0;0;1;0;11;50;0;19
0.48;473;10/05/2004;03/11/2004;Male;Other;CSP50;Private;58;0;0;0;0;0;0;0;0;7;50;0;19
0.083;479;16/11/2004;16/12/2004;Male;Other;CSP50;Private;58;0;0;0;0;0;0;0;0;7;50;0;19
0.042;480;16/12/2004;NA;Male;Other;CSP50;Private;58;0;0;0;0;0;0;0;0;7;50;0;18
0.044;560;15/12/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;0;1;0;7;50;0;21
0.062;343;01/01/2004;24/01/2004;Male;Other;CSP55;Private+trip to office;65;0;0;0;0;0;0;0;1;7;50;0;37
0.937;343;24/01/2004;NA;Male;Other;CSP55;Private+trip to office;65;0;0;0;0;0;0;0;1;7;50;0;37
0.773;459;23/03/2004;NA;Female;Other;CSP60;Private;60;1;0;0;0;0;0;0;0;10;50;0;22
0.132;216;11/03/2004;29/04/2004;Female;Other;CSP50;Private+trip to office;37;0;0;0;0;0;0;1;0;4;50;0;19
0.144;265;09/11/2004;NA;Male;Other;CSP50;Private+trip to office;40;0;0;0;0;0;2;1;0;7;50;0;18
0.163;437;02/11/2004;NA;Female;Other;CSP50;Private+trip to office;56;0;0;1;0;0;0;0;0;10;69;0;20
0.136;513;17/03/2004;06/05/2004;Female;Other;CSP50;Private;62;0;0;0;1;1;0;0;0;10;50;0;20
0.408;409;04/08/2004;NA;Male;Other;CSP50;Private+trip to office;52;0;0;1;0;0;0;0;0;7;50;0;18
0.173;98;29/10/2004;NA;Male;Alone;CSP50;Private+trip to office;26;0;0;0;0;1;0;0;0;7;68;0;18
0.535;497;09/02/2004;22/08/2004;Female;Other;CSP50;Private+trip to office;60;0;0;1;0;0;0;0;0;7;52;0;19
0.359;503;22/08/2004;NA;Female;Other;CSP50;Private+trip to office;60;0;0;1;0;0;0;0;0;7;65;0;19
0.233;414;07/10/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;7;50;0;19
0.001;215;31/12/2004;NA;Male;Other;CSP50;Private+trip to office;36;0;0;0;0;0;0;1;0;10;50;0;19
0.728;454;09/04/2004;NA;Male;Other;CSP60;Private;82;1;0;1;1;0;0;1;0;10;50;0;45
0.155;526;05/11/2004;NA;Male;Other;CSP60;Private;66;0;0;0;1;0;0;0;0;10;50;0;23
0.25;401;04/09/2004;04/12/2004;Male;Alone;CSP50;Private+trip to office;51;0;0;0;0;0;0;0;0;7;50;0;18
0.416;415;01/01/2004;01/06/2004;Female;Other;CSP50;Private;55;1;0;0;0;0;0;0;0;7;50;0;21
0.583;420;01/06/2004;NA;Female;Other;CSP50;Private;55;1;0;0;0;0;0;0;0;7;50;0;20
0.083;378;01/01/2004;01/02/2004;Female;Other;CSP1;Professional;49;0;0;1;0;0;0;0;0;7;50;0;18
0.916;379;01/02/2004;NA;Female;Other;CSP1;Professional;49;0;0;1;0;0;0;0;0;7;50;0;18
0.195;463;21/10/2004;NA;Male;Other;CSP60;Private;69;0;0;1;0;0;0;0;0;5;50;0;31
0.195;462;21/01/2004;01/04/2004;Male;Other;CSP50;Private;57;0;0;0;0;0;0;0;0;10;50;0;19
0.749;465;01/04/2004;NA;Male;Other;CSP50;Private;57;0;0;0;0;0;0;0;0;7;50;0;19
0.833;415;01/01/2004;01/11/2004;Male;Other;CSP48;Professional;56;0;431.215105740181;1;1;2;1;0;0;7;58;1;22
0.525;776;22/06/2004;NA;Male;Other;CSP60;Private;83;0;0;0;1;0;0;0;0;7;50;0;19
0.259;555;28/09/2004;NA;Male;Other;CSP60;Private;64;0;0;1;0;0;0;0;0;7;50;0;18
0.611;533;21/05/2004;NA;Male;Other;CSP60;Private;63;0;0;0;0;0;0;1;0;7;50;0;19
0.147;119;08/05/2004;01/07/2004;Male;Alone;CSP55;Private+trip to office;31;1;0;0;0;0;2;0;0;10;57;0;22
0.499;121;01/07/2004;NA;Male;Alone;CSP55;Private+trip to office;31;1;0;0;0;0;2;0;0;10;57;0;21
0.205;115;01/01/2004;15/03/2004;Male;Alone;CSP55;Private+trip to office;31;1;11599.6132930514;0;0;0;1;0;0;10;60;1;22
0.603;466;24/02/2004;01/10/2004;Male;Other;CSP50;Private+trip to office;59;0;0;0;0;0;0;0;0;10;50;0;21
0.249;474;01/10/2004;NA;Male;Other;CSP50;Private+trip to office;60;0;0;0;0;0;0;0;0;10;50;0;21
0.087;590;30/11/2004;NA;Male;Other;CSP42;Professional;68;0;0;0;1;0;0;4;0;7;67;0;19
