"Exposure","LicAge","RecordBeg","RecordEnd","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","ClaimAmount","ClaimNbResp","ClaimNbNonResp","ClaimNbParking","ClaimNbFireTheft","ClaimNbWindscreen","OutUseNb","RiskArea","BonusMalus","ClaimInd"
0.416,440,2004-08-01,NA,"Male","Other","CSP20","Private+trip to office",55,0,0,0,0,0,0,1,0,10,50,0
0.58,485,2004-06-02,NA,"Male","Other","CSP60","Private",64,0,0,0,0,0,0,1,0,4,50,0
0.275,321,2004-09-22,NA,"Male","Alone","CSP50","Private+trip to office",48,1,0,0,0,0,1,0,0,9,50,0
0.367,171,2004-02-19,2004-07-01,"Male","Other","CSP2","Professional",35,0,0,0,1,0,0,1,0,11,64,0
0.499,176,2004-07-01,NA,"Male","Other","CSP2","Professional",35,0,0,0,1,0,0,1,0,11,60,0
0.031,577,2004-10-20,2004-11-01,"Female","Alone","CSP60","Private",71,1,0,0,0,0,0,0,0,9,72,0
0.166,578,2004-11-01,NA,"Female","Alone","CSP60","Private",71,1,0,0,0,0,0,0,0,9,72,0
0.5,405,2004-01-01,2004-07-01,"Male","Other","CSP50","Private+trip to office",55,1,0,0,0,0,0,0,0,9,50,0
0.103,444,2004-01-24,2004-03-01,"Female","Alone","CSP50","Private+trip to office",56,1,0,0,0,0,0,0,0,9,50,0
0.833,446,2004-03-01,NA,"Female","Alone","CSP50","Private+trip to office",56,1,681.639879154078,0,0,0,0,0,0,9,50,1
0.058,247,2004-09-10,2004-10-01,"Female","Other","CSP60","Private",68,1,0,0,1,2,0,0,0,9,51,0
0.249,248,2004-10-01,NA,"Female","Other","CSP60","Private",68,1,347.583081570997,0,1,2,0,0,0,9,51,1
0.75,408,2004-01-01,2004-10-01,"Female","Other","CSP60","Private",73,0,0,0,0,0,0,0,0,11,50,0
0.25,223,2004-01-01,2004-04-01,"Male","Other","CSP50","Private+trip to office",37,0,0,0,1,0,0,0,3,3,53,0
0.088,226,2004-04-01,2004-05-03,"Male","Other","CSP50","Private+trip to office",37,0,0,0,1,0,0,0,3,3,53,0
0.661,227,2004-05-03,NA,"Male","Other","CSP50","Private+trip to office",37,0,0,0,1,0,0,0,3,8,50,0
0.5,539,2004-01-01,2004-07-01,"Male","Other","CSP50","Private",68,1,0,2,0,0,0,0,1,9,50,0
0.75,182,2004-01-01,2004-10-01,"Female","Other","CSP50","Private+trip to office",34,0,0,1,0,1,0,0,0,11,90,0
0.249,191,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",35,0,0,1,0,1,0,0,1,11,85,0
0.001,114,2004-12-31,NA,"Female","Alone","CSP50","Private+trip to office",27,0,0,1,0,0,0,0,0,7,85,0
0.916,58,2004-01-01,2004-12-01,"Female","Alone","CSP50","Private",24,0,0,4,1,0,0,0,3,9,100,0
0.75,311,2004-01-01,2004-10-01,"Female","Other","CSP37","Private",47,0,535.784592145015,1,0,1,0,0,1,6,58,1
0.5,327,2004-01-01,2004-07-01,"Female","Other","CSP55","Private+trip to office",46,0,0,0,2,0,0,1,1,7,50,0
0.499,333,2004-07-01,NA,"Female","Other","CSP55","Private+trip to office",47,0,0,0,1,0,0,1,1,7,50,0
0.407,111,2004-01-01,2004-05-28,"Male","Alone","CSP50","Private+trip to office",28,0,0,0,0,0,0,0,0,9,64,0
0.509,115,2004-05-28,2004-12-01,"Male","Alone","CSP50","Private+trip to office",28,0,0,0,0,0,0,0,1,4,64,0
0.284,271,2004-01-19,2004-05-01,"Male","Other","CSP50","Private+trip to office",48,0,0,0,0,0,0,0,0,11,50,0
0.666,275,2004-05-01,NA,"Male","Other","CSP50","Private+trip to office",48,0,0,0,0,0,0,0,0,11,50,0
0.106,341,2004-11-23,NA,"Male","Alone","CSP50","Professional run",47,0,0,0,0,0,0,3,1,9,50,0
0.064,809,2004-12-08,NA,"Male","Other","CSP60","Private",86,0,0,0,0,0,0,0,0,7,51,0
0.166,289,2004-01-01,2004-03-01,"Female","Other","CSP50","Private+trip to office",42,0,0,0,0,0,0,0,0,9,50,0
0.833,291,2004-03-01,NA,"Female","Other","CSP50","Private+trip to office",42,0,0,0,0,0,0,0,0,9,50,0
0.833,191,2004-01-01,2004-11-01,"Female","Other","CSP50","Private",34,0,2350.4746223565,0,1,0,0,0,0,9,50,1
0.208,206,2004-10-16,NA,"Male","Other","CSP6","Professional run",36,0,0,0,2,0,0,0,0,9,72,0
0.5,466,2004-01-01,2004-07-01,"Male","Other","CSP42","Private+trip to office",57,1,0,0,0,0,0,0,0,11,50,0
0.047,221,2004-12-14,NA,"Male","Other","CSP50","Professional",36,0,0,0,0,0,0,0,0,10,72,0
0.666,557,2004-01-01,2004-09-01,"Male","Other","CSP22","Professional",65,0,0,0,0,0,0,0,0,4,50,0
0.382,619,2004-01-01,2004-05-19,"Male","Other","CSP60","Private",73,0,291.380664652568,0,0,1,0,0,0,7,50,1
0.058,623,2004-05-19,2004-06-10,"Male","Other","CSP60","Private",73,0,0,0,0,2,0,0,0,7,50,0
0.444,624,2004-06-10,2004-11-20,"Male","Other","CSP60","Private",73,0,0,0,0,2,0,0,0,7,50,0
1,534,2004-01-01,NA,"Male","Other","CSP60","Private",64,0,532.214501510574,0,0,0,0,0,0,9,50,1
0.166,410,2004-01-01,2004-03-01,"Male","Other","CSP55","Private+trip to office",58,0,0,1,0,0,0,1,0,9,50,0
0.833,412,2004-03-01,NA,"Male","Other","CSP55","Private+trip to office",58,0,88.3567975830816,1,0,0,0,1,0,9,50,1
0.65,601,2004-05-07,NA,"Male","Other","CSP60","Private",74,0,0,2,0,0,1,0,0,11,73,0
0.611,639,2004-05-21,NA,"Male","Other","CSP60","Private",79,1,0,0,0,0,0,0,0,9,50,0
0.002,403,2004-07-07,2004-07-08,"Male","Other","CSP1","Professional",51,0,0,0,0,0,0,1,0,11,50,0
0.48,403,2004-07-08,NA,"Male","Other","CSP1","Professional",51,0,0,0,0,0,0,1,0,11,50,0
0.75,586,2004-01-01,2004-10-01,"Male","Other","CSP60","Private",82,1,11860.6069486405,2,0,0,0,0,0,9,85,1
0.062,698,2004-12-03,2004-12-26,"Male","Other","CSP60","Private",76,0,0,0,0,0,0,1,0,9,50,0
0.069,600,2004-12-06,NA,"Male","Other","CSP60","Private",75,0,0,0,0,0,0,0,0,9,50,0
0.416,352,2004-05-13,2004-10-13,"Male","Other","CSP50","Private+trip to office",48,0,102.59003021148,0,0,0,0,0,1,9,50,1
0.217,357,2004-10-13,NA,"Male","Other","CSP50","Private+trip to office",49,0,0,0,0,0,0,1,1,9,50,0
0.25,183,2004-01-01,2004-04-01,"Male","Other","CSP50","Private",34,0,0,1,0,0,0,0,0,6,90,0
0.749,186,2004-04-01,NA,"Male","Other","CSP50","Private",34,0,0,1,0,0,0,0,0,6,85,0
0.372,643,2004-08-17,NA,"Male","Alone","CSP60","Private",72,1,0,0,0,0,0,0,0,9,50,0
0.75,134,2004-01-01,2004-10-01,"Female","Alone","CSP50","Professional",43,0,0,2,0,0,0,0,0,11,118,0
0.426,538,2004-07-28,NA,"Male","Other","CSP60","Private",62,0,1230.16132930514,1,0,0,0,1,1,7,50,1
0.184,504,2004-10-25,NA,"Female","Other","CSP60","Private",71,1,0,0,0,0,0,0,0,7,50,0
0.666,552,2004-01-01,2004-09-01,"Male","Other","CSP48","Professional",64,0,0,1,0,2,1,1,0,7,50,0
0.423,90,2004-03-29,2004-09-01,"Female","Alone","CSP50","Professional",31,0,102.59003021148,0,1,0,0,0,1,11,80,1
0.333,96,2004-09-01,NA,"Female","Alone","CSP50","Professional",31,0,0,0,1,0,0,1,1,11,76,0
0.25,196,2004-01-01,2004-04-01,"Male","Other","CSP50","Private+trip to office",34,0,0,0,1,0,0,1,0,9,64,0
0.749,199,2004-04-01,NA,"Male","Other","CSP50","Private+trip to office",35,0,0,0,1,0,0,1,0,9,60,0
0.33,312,2004-09-02,NA,"Male","Other","CSP50","Professional",52,0,0,2,0,0,0,0,0,11,73,0
0.617,784,2004-05-19,NA,"Male","Other","CSP60","Private",83,0,0,0,0,1,0,1,0,4,50,0
0.198,163,2004-02-20,2004-05-01,"Male","Alone","CSP50","Private+trip to office",34,1,0,1,0,0,0,1,0,9,90,0
0.666,166,2004-05-01,NA,"Male","Alone","CSP50","Private+trip to office",35,1,0,1,0,0,0,1,0,9,85,0
0.486,179,2004-07-06,NA,"Female","Other","CSP55","Private",33,0,0,0,2,0,0,0,0,7,57,0
0.583,584,2004-01-01,2004-08-01,"Male","Other","CSP60","Private",76,0,0,0,1,0,0,0,0,2,50,0
0.416,591,2004-08-01,NA,"Male","Other","CSP60","Private",76,0,0,0,1,0,0,0,0,2,50,0
1,322,2004-01-01,NA,"Male","Other","CSP50","Private+trip to office",45,0,0,1,1,0,0,0,0,7,66,0
0.764,303,2004-03-26,NA,"Male","Other","CSP50","Private+trip to office",44,0,0,0,0,0,0,1,0,10,50,0
0.166,282,2004-01-01,2004-03-01,"Male","Other","CSP50","Professional",41,0,0,0,0,0,0,0,0,9,50,0
0.833,284,2004-03-01,NA,"Male","Other","CSP50","Professional",41,0,97.5117824773414,0,0,0,0,0,0,9,50,1
0.198,361,2004-04-20,2004-07-01,"Male","Other","CSP50","Professional",59,0,0,1,0,1,0,0,0,11,80,0
0.499,364,2004-07-01,NA,"Male","Other","CSP50","Professional",59,0,1893.82114803625,1,0,1,0,0,0,11,76,1
0.292,290,2004-09-16,NA,"Male","Other","CSP50","Private+trip to office",42,0,0,1,0,1,0,0,0,9,55,0
0.173,441,2004-01-29,2004-04-01,"Female","Other","CSP60","Private",64,1,0,0,0,0,0,0,0,5,51,0
0.475,381,2004-07-10,NA,"Female","Other","CSP55","Private+trip to office",55,0,0,1,0,0,0,0,0,9,50,0
0.666,610,2004-01-01,2004-09-01,"Male","Other","CSP60","Private",71,0,0,0,0,0,0,0,0,9,50,0
0.084,561,2004-08-31,2004-10-01,"Male","Other","CSP2","Professional",65,0,0,0,0,0,0,0,0,11,50,0
0.249,563,2004-10-01,NA,"Male","Other","CSP2","Professional",66,0,0,0,0,0,0,0,0,11,50,0
0.497,430,2004-04-02,2004-10-01,"Male","Other","CSP50","Private",61,0,0,0,0,0,0,0,0,9,50,0
0.249,436,2004-10-01,NA,"Male","Other","CSP50","Private",62,0,0,0,0,0,0,0,0,9,50,0
0.916,95,2004-01-01,2004-12-01,"Female","Alone","CSP50","Professional",27,0,0,1,0,0,0,1,0,9,90,0
0.144,433,2004-04-09,2004-06-01,"Male","Other","CSP55","Private+trip to office",55,0,0,0,0,0,0,0,0,2,50,0
0.583,435,2004-06-01,NA,"Male","Other","CSP55","Private+trip to office",55,0,0,0,0,0,0,0,0,2,50,0
1,501,2004-01-01,NA,"Female","Other","CSP37","Private",60,0,0,0,1,0,0,0,0,9,50,0
0.4,42,2004-08-07,NA,"Female","Other","CSP50","Private+trip to office",59,0,0,2,0,0,0,0,0,7,140,0
0.333,416,2004-01-01,2004-05-01,"Male","Other","CSP50","Private",54,0,0,1,1,1,0,0,0,9,50,0
0.666,420,2004-05-01,NA,"Male","Other","CSP50","Private",55,0,0,1,1,1,0,0,0,9,50,0
0.316,708,2004-07-07,2004-11-01,"Male","Other","CSP60","Private",83,0,0,1,1,1,0,1,0,4,50,0
0.166,712,2004-11-01,NA,"Male","Other","CSP60","Private",83,0,0,1,1,1,0,1,0,4,50,0
0.461,474,2004-07-15,NA,"Male","Other","CSP60","Private",60,0,0,0,0,0,0,1,0,6,50,0
0.368,452,2004-01-01,2004-05-14,"Female","Other","CSP50","Private+trip to office",58,0,0,0,1,0,0,0,0,10,50,0
0.631,456,2004-05-14,NA,"Female","Other","CSP50","Private+trip to office",58,0,0,0,1,0,0,0,0,10,50,0
0.27,395,2004-09-24,NA,"Male","Alone","CSP50","Private+trip to office",52,0,0,0,0,0,0,2,0,10,50,0
0.916,288,2004-01-01,2004-12-01,"Male","Other","CSP50","Private",46,0,0,0,0,0,0,1,1,10,50,0
0.821,192,2004-01-01,2004-10-27,"Male","Other","CSP20","Professional",34,0,0,1,1,0,0,0,4,11,62,0
0.075,333,2004-09-17,2004-10-14,"Male","Other","CSP50","Private+trip to office",46,0,0,0,0,0,0,0,0,7,50,0
0.344,389,2004-06-18,2004-10-22,"Male","Other","CSP66","Private+trip to office",51,0,0,1,0,0,0,0,0,10,50,0
0.006,656,2004-12-29,NA,"Male","Other","CSP60","Private",76,0,0,0,0,1,1,0,0,11,50,0
0.032,251,2004-04-08,2004-04-20,"Female","Alone","CSP50","Private",54,0,0,0,0,0,0,0,0,5,64,0
0.614,251,2004-04-20,2004-12-01,"Female","Alone","CSP50","Private",54,0,0,0,0,0,0,0,0,5,64,0
0.618,276,2004-01-01,2004-08-14,"Male","Other","CSP46","Professional",41,0,0,0,0,0,0,1,1,10,50,0
0.333,424,2004-01-01,2004-05-01,"Male","Other","CSP50","Professional",53,0,0,1,0,0,0,0,0,4,58,0
0.666,428,2004-05-01,NA,"Male","Other","CSP50","Professional",54,0,589.300604229607,1,0,0,0,0,0,4,55,1
0.582,482,2004-01-01,2004-07-31,"Male","Other","CSP60","Private",75,0,0,0,0,0,0,0,0,11,57,0
0.333,349,2004-01-01,2004-05-01,"Male","Other","CSP50","Private+trip to office",47,0,0,0,0,0,0,0,0,10,50,0
0.058,213,2004-03-29,2004-04-20,"Male","Alone","CSP50","Professional",39,0,0,0,0,0,1,1,0,8,50,0
0.697,214,2004-04-20,NA,"Male","Alone","CSP50","Private+trip to office",39,0,0,0,0,0,1,1,0,8,50,0
0.002,165,2004-05-12,2004-05-13,"Male","Other","CSP50","Professional",32,0,0,0,2,0,0,0,0,10,90,0
0.374,165,2004-05-13,2004-09-28,"Male","Other","CSP50","Professional",32,0,0,0,2,0,0,0,0,10,85,0
0.064,358,2004-01-13,2004-02-06,"Male","Other","CSP46","Professional",48,0,0,1,1,0,0,0,1,10,50,0
0.902,359,2004-02-06,NA,"Male","Other","CSP46","Professional",48,0,0,1,0,0,0,0,1,10,50,0
0.236,256,2004-02-19,2004-05-14,"Male","Other","CSP55","Private+trip to office",39,0,0,0,2,0,0,0,0,6,50,0
0.107,259,2004-05-14,2004-06-23,"Male","Other","CSP55","Private+trip to office",39,0,0,0,2,0,0,0,0,6,50,0
0.019,260,2004-06-23,2004-06-30,"Male","Other","CSP55","Private+trip to office",39,0,0,0,2,0,0,0,0,6,50,0
0.503,260,2004-06-30,NA,"Male","Other","CSP55","Private+trip to office",39,0,0,0,2,0,0,0,0,6,50,0
0.815,188,2004-01-01,2004-10-25,"Female","Other","CSP55","Private+trip to office",33,0,0,0,0,0,0,0,1,10,54,0
0.689,228,2004-04-23,NA,"Male","Other","CSP50","Private+trip to office",37,1,0,0,0,0,0,0,1,10,50,0
0.463,393,2004-01-01,2004-06-18,"Male","Other","CSP46","Professional",51,0,0,0,0,0,0,0,0,10,50,0
0.536,398,2004-06-18,NA,"Male","Other","CSP46","Professional",51,0,0,0,0,0,0,0,0,10,50,0
0.185,475,2004-01-01,2004-03-08,"Male","Other","CSP50","Private",57,0,0,0,1,0,0,1,1,10,50,0
0.564,477,2004-03-08,2004-10-01,"Male","Other","CSP50","Private",57,0,0,0,1,0,0,1,1,2,50,0
0.019,204,2004-07-03,2004-07-10,"Male","Other","CSP50","Private+trip to office",37,0,0,0,0,0,0,0,0,10,72,0
0.971,392,2004-01-01,2004-12-21,"Male","Other","CSP55","Private+trip to office",51,0,0,0,0,0,0,0,0,10,50,0
0.143,390,2004-01-01,2004-02-23,"Male","Other","CSP60","Private",67,0,0,0,0,0,0,0,0,10,50,0
0.856,391,2004-02-23,NA,"Male","Other","CSP60","Private",67,0,0,0,0,0,0,0,0,10,50,0
0.106,508,2004-05-25,2004-07-03,"Female","Other","CSP48","Private+trip to office",66,0,0,0,1,0,0,0,0,8,50,0
0.494,513,2004-07-03,NA,"Female","Other","CSP48","Private+trip to office",66,0,0,0,1,0,0,0,0,8,50,0
0.079,663,2004-01-01,2004-01-30,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,1,0,10,50,0
0.23,663,2004-01-30,2004-04-23,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,1,0,10,50,0
0.25,310,2004-01-01,2004-04-01,"Female","Other","CSP50","Professional",44,0,0,0,0,0,0,1,0,10,53,0
0.749,313,2004-04-01,NA,"Female","Other","CSP50","Professional",44,0,0,0,0,0,0,1,0,10,50,0
0.657,178,2004-01-01,2004-08-28,"Female","Other","CSP50","Private+trip to office",36,0,0,0,1,0,0,0,0,9,75,0
0.539,471,2004-06-17,NA,"Male","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,1,0,6,50,0
0.25,472,2004-01-01,2004-04-01,"Female","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,1,0,10,50,0
0.749,475,2004-04-01,NA,"Female","Other","CSP50","Private+trip to office",58,0,369.074320241692,0,0,0,0,1,0,10,50,1
0.572,232,2004-06-05,NA,"Female","Other","CSP50","Private+trip to office",39,0,0,0,0,2,0,0,0,10,50,0
0.25,361,2004-01-01,2004-04-01,"Male","Other","CSP50","Private+trip to office",58,0,0,0,0,0,0,0,0,11,50,0
0.749,364,2004-04-01,NA,"Male","Other","CSP50","Private+trip to office",58,0,0,0,0,0,0,0,0,11,50,0
0.427,404,2004-05-05,2004-10-09,"Female","Other","CSP2","Professional",52,0,0,0,0,1,0,0,0,10,50,0
0.714,432,2004-04-14,NA,"Female","Other","CSP60","Private",62,1,0,0,0,3,0,0,0,10,50,0
0.035,269,2004-09-15,2004-09-28,"Male","Other","CSP50","Private+trip to office",42,0,0,0,2,0,0,0,0,11,50,0
0.002,269,2004-09-28,2004-09-29,"Male","Other","CSP50","Private+trip to office",42,0,0,0,2,0,0,0,0,11,50,0
0.256,269,2004-09-29,NA,"Male","Other","CSP50","Private+trip to office",42,0,415.532628398791,0,2,0,0,0,0,11,50,1
0.061,610,2004-12-09,NA,"Male","Other","CSP60","Private",68,0,0,0,1,1,0,0,0,10,50,0
0.867,469,2004-02-19,NA,"Male","Other","CSP60","Private",66,0,0,0,1,0,0,1,0,6,50,0
0.021,144,2004-07-19,2004-07-27,"Male","Alone","CSP50","Private+trip to office",36,0,0,0,0,0,0,0,1,6,68,0
0.345,144,2004-07-27,2004-12-01,"Male","Alone","CSP50","Private+trip to office",36,0,0,0,0,0,0,0,1,6,68,0
0.083,149,2004-12-01,NA,"Male","Alone","CSP50","Private+trip to office",37,0,0,0,0,0,0,0,2,6,64,0
0.658,138,2004-05-04,NA,"Male","Alone","CSP55","Private+trip to office",29,0,0,0,0,0,0,0,0,10,57,0
0.825,362,2004-03-04,NA,"Female","Other","CSP50","Private",56,0,1571.61752265861,0,0,0,0,0,0,10,50,1
0.213,411,2004-01-01,2004-03-18,"Female","Other","CSP50","Private+trip to office",53,0,321.319939577039,0,0,0,0,1,0,10,50,1
0.203,413,2004-03-18,2004-06-01,"Female","Other","CSP50","Private+trip to office",54,0,0,0,0,0,0,2,0,10,50,0
0.583,416,2004-06-01,NA,"Female","Other","CSP50","Private+trip to office",54,0,0,0,0,0,0,2,0,10,50,0
0.404,447,2004-01-01,2004-05-27,"Male","Other","CSP60","Private",59,0,0,0,1,0,0,0,0,10,50,0
0.595,451,2004-05-27,NA,"Male","Other","CSP60","Private",59,0,0,0,1,0,0,0,0,10,50,0
0.012,116,2004-12-27,NA,"Female","Other","CSP50","Private+trip to office",30,0,0,1,1,0,0,0,0,10,76,0
0.644,58,2004-01-15,2004-09-07,"Female","Other","CSP2","Professional",30,0,0,0,0,0,0,1,1,3,80,0
0.316,66,2004-09-07,NA,"Female","Other","CSP2","Professional",30,0,0,0,0,0,0,1,1,3,80,0
0.833,230,2004-03-01,NA,"Female","Other","CSP55","Private+trip to office",41,0,0,0,0,0,0,0,1,6,50,0
1,680,2004-01-01,NA,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,0,0,10,50,0
0.666,271,2004-01-01,2004-09-01,"Male","Other","CSP50","Private+trip to office",44,0,0,1,0,0,0,0,1,10,50,0
0.471,653,2004-01-01,2004-06-21,"Male","Other","CSP60","Private",74,0,0,1,0,0,0,0,1,10,57,0
0.428,203,2004-07-27,NA,"Female","Alone","CSP50","Private+trip to office",38,0,486.380664652568,0,0,0,0,1,0,10,50,1
0.958,123,2004-01-16,NA,"Male","Alone","CSP50","Private",44,0,0,0,1,0,0,2,0,10,85,0
0.491,650,2004-02-04,2004-08-01,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,0,0,10,50,0
0.416,656,2004-08-01,NA,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,0,0,10,50,0
0.014,297,2004-10-27,2004-11-02,"Male","Other","CSP50","Private+trip to office",43,0,0,0,0,0,0,1,2,6,50,0
0.073,298,2004-11-02,2004-11-29,"Male","Other","CSP50","Private+trip to office",43,0,0,0,0,0,0,1,2,6,50,0
0.089,298,2004-11-29,NA,"Male","Other","CSP50","Private+trip to office",43,0,0,0,0,0,0,1,2,6,50,0
0.583,316,2004-01-01,2004-08-01,"Female","Alone","CSP50","Private+trip to office",45,0,0,0,0,0,0,0,0,3,50,0
0.207,343,2004-01-01,2004-03-16,"Male","Alone","CSP50","Private+trip to office",47,0,0,1,1,0,0,0,0,11,50,0
0.792,345,2004-03-16,NA,"Male","Alone","CSP50","Private+trip to office",47,0,0,1,1,0,0,0,0,11,50,0
0.125,551,2004-11-16,NA,"Male","Other","CSP60","Private",68,0,0,2,1,0,0,0,0,4,62,0
0.285,581,2004-01-01,2004-04-14,"Male","Alone","CSP60","Private",72,1,0,0,0,0,0,0,0,11,50,0
0.336,611,2004-01-01,2004-05-02,"Male","Other","CSP60","Private",73,0,0,1,0,0,0,0,0,10,50,0
0.157,615,2004-05-02,2004-06-29,"Male","Other","CSP60","Private",74,0,0,1,0,0,0,0,0,10,50,0
0.506,616,2004-06-29,NA,"Male","Other","CSP60","Private",74,0,0,1,0,0,0,0,0,10,50,0
0.371,439,2004-01-01,2004-05-15,"Male","Other","CSP60","Private",57,0,0,0,1,0,0,0,0,9,50,0
0.628,443,2004-05-15,NA,"Male","Other","CSP60","Private",57,0,0,0,1,0,0,0,0,9,50,0
0.89,553,2004-01-01,2004-11-22,"Male","Other","CSP60","Private",78,0,0,0,0,0,0,0,0,10,50,0
0.455,478,2004-01-01,2004-06-15,"Male","Other","CSP60","Private",60,0,0,0,0,0,0,1,0,10,50,0
0.197,566,2004-10-20,NA,"Male","Other","CSP60","Private",74,1,0,1,0,0,0,0,0,10,50,0
0.893,429,2004-01-01,2004-11-23,"Male","Other","CSP46","Professional",65,0,0,0,0,0,0,0,0,10,50,0
0.105,159,2004-08-06,2004-09-14,"Male","Alone","CSP50","Private+trip to office",33,1,0,0,0,1,0,0,0,10,51,0
0.117,232,2004-11-19,NA,"Male","Other","CSP50","Private+trip to office",38,0,0,0,1,1,0,0,0,11,50,0
0.098,406,2004-11-26,NA,"Male","Other","CSP50","Professional",53,0,0,0,0,0,0,0,1,10,50,0
0.435,165,2004-01-01,2004-06-08,"Male","Other","CSP50","Private+trip to office",32,0,0,0,0,0,0,0,0,11,76,0
1,371,2004-01-01,NA,"Male","Other","CSP20","Professional",55,0,0,0,0,0,0,0,0,6,50,0
0.215,162,2004-01-01,2004-03-19,"Male","Alone","CSP50","Professional",31,0,0,0,1,0,0,0,0,13,64,0
0.363,164,2004-03-19,2004-07-30,"Male","Alone","CSP50","Professional",31,0,0,0,0,0,0,0,0,11,64,0
0.054,182,2004-01-01,2004-01-21,"Male","Other","CSP50","Private",33,0,1114.20996978852,0,1,0,0,0,0,9,50,1
0.945,182,2004-01-21,NA,"Male","Other","CSP50","Private+trip to office",33,0,0,0,2,0,0,0,0,9,50,0
0.286,96,2004-04-30,2004-08-13,"Female","Other","CSP50","Professional",30,0,4326.52567975831,0,2,0,0,1,0,9,85,1
0.383,100,2004-08-13,NA,"Female","Other","CSP50","Professional",30,0,0,1,2,0,0,1,0,9,106,0
0.571,183,2004-01-01,2004-07-27,"Male","Other","CSP50","Private+trip to office",33,0,1882.08580060423,1,0,0,0,0,1,7,80,1
0.428,189,2004-07-27,NA,"Male","Other","CSP50","Private+trip to office",34,0,0,1,0,0,1,0,1,7,76,0
0.299,447,2004-03-10,2004-06-28,"Male","Other","CSP60","Private",84,0,0,0,0,0,0,1,0,4,50,0
0.508,695,2004-06-28,2004-12-31,"Female","Other","CSP60","Private",80,0,0,0,0,0,0,1,1,4,50,0
0.001,701,2004-12-31,NA,"Female","Other","CSP60","Private",81,0,0,0,0,0,0,1,1,4,50,0
0.577,457,2004-06-03,NA,"Male","Other","CSP1","Professional",56,0,0,0,0,0,0,1,0,11,50,0
0.302,567,2004-04-03,2004-07-22,"Male","Other","CSP60","Private",68,1,0,0,0,0,0,1,0,3,50,0
0.23,294,2004-09-09,2004-12-02,"Female","Other","CSP50","Professional",46,0,0,0,0,0,0,0,0,11,50,0
0.047,285,2004-01-31,2004-02-18,"Male","Other","CSP50","Private+trip to office",41,0,0,0,1,0,0,1,0,10,50,0
0.866,286,2004-02-18,2004-12-30,"Male","Other","CSP50","Private+trip to office",41,0,0,0,1,0,0,1,0,10,50,0
0.678,409,2004-04-27,NA,"Female","Other","CSP60","Private",70,0,0,1,0,0,0,0,0,10,50,0
0.49,455,2004-03-04,2004-08-31,"Male","Other","CSP50","Private",59,1,0,0,1,0,0,0,2,11,50,0
0.001,460,2004-08-31,2004-09-01,"Male","Other","CSP50","Private",59,0,0,0,1,0,0,0,2,11,50,0
0.333,461,2004-09-01,NA,"Male","Other","CSP50","Private",59,0,0,0,1,0,0,0,2,11,50,0
0.75,274,2004-01-01,2004-10-01,"Male","Other","CSP50","Private+trip to office",41,0,0,0,0,0,0,1,0,10,50,0
0.083,429,2004-12-01,NA,"Male","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,0,0,10,50,0
0.583,458,2004-01-01,2004-08-01,"Male","Alone","CSP50","Private",56,0,0,0,0,0,1,0,0,6,50,0
0.318,340,2004-01-01,2004-04-26,"Female","Other","CSP60","Private",56,1,0,0,0,0,0,0,3,11,50,0
0.327,572,2004-05-03,2004-09-01,"Male","Other","CSP60","Private",74,0,0,0,0,0,0,0,0,11,50,0
0.333,576,2004-09-01,NA,"Male","Other","CSP60","Private",74,0,619.876132930513,0,0,0,0,0,0,11,50,1
0.763,174,2004-01-01,2004-10-06,"Male","Other","CSP1","Private+trip to office",32,0,0,0,0,0,0,0,0,10,50,0
0.002,282,2004-10-05,2004-10-06,"Male","Other","CSP55","Private",43,0,0,0,0,0,1,0,0,10,50,0
0.013,396,2004-06-09,2004-06-14,"Female","Alone","CSP42","Private",66,0,0,1,1,0,0,0,0,11,50,0
0.51,396,2004-06-14,2004-12-18,"Female","Alone","CSP42","Private",66,0,0,1,1,0,0,0,0,11,50,0
0.005,402,2004-12-18,2004-12-20,"Female","Alone","CSP42","Private",67,0,0,1,1,0,0,0,0,11,50,0
0.031,402,2004-12-20,NA,"Female","Alone","CSP42","Private",67,0,0,1,1,0,0,0,0,10,50,0
0.93,140,2004-01-01,2004-12-06,"Male","Other","CSP50","Private",29,0,0,1,0,0,0,1,0,10,100,0
0.141,336,2004-11-10,NA,"Male","Other","CSP50","Private+trip to office",46,0,0,0,0,0,0,0,0,9,50,0
0.161,512,2004-03-31,2004-05-29,"Male","Alone","CSP60","Private",65,0,0,0,1,0,0,0,0,4,50,0
0.589,514,2004-05-29,NA,"Male","Alone","CSP60","Private",65,0,0,0,1,0,0,0,0,4,50,0
0.775,459,2004-03-22,NA,"Female","Other","CSP37","Private",63,1,0,0,1,0,0,0,0,10,50,0
0.25,175,2004-01-01,2004-04-01,"Male","Alone","CSP50","Professional",33,0,0,0,1,1,0,0,0,9,85,0
